first,second,third,freq
looking,nervous,professor,4
green,house,three,4
harry,much,professor,4
professor,think,someone,4
need,say,anything,4
dumbledore,old,headmaster,4
open,saw,professor,4
arts,position,professor,4
professor,snape,unusual,4
professor,managed,keep,4
still,standing,next,4
member,staff,professor,4
snape,already,made,4
ever,since,snape,4
time,heard,professor,4
snape,dada,professor,4
ginny,left,professor,4
miss,granger,take,4
professor,snape,eating,4
harry,said,best,4
break,professor,slughorn,4
took,ten,minutes,4
hoped,professor,slughorn,4
could,stand,professor,4
head,house,could,4
corners,mouth,twitching,4
mcgonagall,said,sadly,4
newest,hogwarts,professor,4
professor,trelawney,taking,4
professor,dumbledore,assumed,4
everyone,even,professor,4
professor,dumbledore,knowing,4
hermione,thought,might,4
wish,ask,professor,4
occurred,professor,dumbledore,4
fair,imitation,professor,4
never,told,professor,4
professor,hermione,told,4
longer,professor,hogwarts,4
mistress,professor,mcgonagall,4
albus,dumbledore,could,4
favor,professor,dumbledore,4
know,professor,began,4
mcgonagall,took,hat,4
dumbledore,would,help,4
animated,conversation,professor,4
dumbledore,opened,mouth,4
mcgonagall,called,front,4
declared,professor,mcgonagall,4
weasley,mr,malfoy,4
professor,norris,brigateer,4
LRB,head,slytherin,4
wit,sharpening,potion,4
strode,front,room,4
professor,pucey,said,4
ten,points,hufflepuff,4
professor,mcgonagall,greets,4
new,professor,came,4
head,professor,slughorn,4
professor,mcgonagall,enters,4
know,professor,could,4
twenty,years,later,4
professor,slughorn,snape,4
locked,professor,snape,4
professor,dumbledore,books,4
professor,snape,horrid,4
nearly,ten,minutes,4
days,later,hermione,4
rounded,corner,ran,4
mcgonagall,checking,students,4
said,still,looking,4
attention,students,professor,4
fancy,professor,snape,4
knew,without,doubt,4
lying,hospital,wing,4
flitwick,could,help,4
sitting,right,front,4
front,professor,moody,4
snape,would,put,4
auror,tonks,professor,4
turn,professor,flitwick,4
professor,flitwick,became,4
severus,snape,never,4
professor,mcgonagall,inhaled,4
nonsense,professor,mcgonagall,4
lacing,fingers,together,4
idea,miss,granger,4
matter,professor,flitwick,4
came,back,carrying,4
professor,mcgonagall,protested,4
professor,mcgonagall,dead,4
like,word,said,4
harry,spoken,professor,4
watch,professor,slughorn,4
crowd,first,years,4
transfiguration,complex,dangerous,4
complex,dangerous,magic,4
dangerous,magic,learn,4
magic,learn,hogwarts,4
mcgonagall,said,peering,4
back,head,professor,4
use,defensive,spells,4
favorite,professor,would,4
professor,decided,take,4
mcgonagall,brought,ron,4
become,defence,professor,4
harry,defence,professor,4
noise,died,professor,4
professor,lupin,wait,4
already,knew,would,4
least,three,times,4
end,last,school,4
make,much,difference,4
mcgonagall,something,wrong,4
clearly,see,professor,4
meeting,professor,gaze,4
professor,snape,prowled,4
quickly,looked,away,4
wand,raised,professor,4
doors,hall,opened,4
simply,shook,head,4
said,hermione,quietly,4
spoke,professor,lupin,4
professor,lupin,morning,4
professor,said,cassy,4
holding,hand,silence,4
though,seemed,like,4
professor,lupin,eye,4
professor,mcgonagall,past,4
professor,dumbledore,softly,4
burst,portrait,hole,4
mcgonagall,turned,face,4
looked,slightly,amused,4
professor,lupin,alone,4
towards,black,lake,4
professor,mcgonagall,nose,4
something,like,would,4
snape,said,name,4
professor,dumbledore,injured,4
came,professor,slughorn,4
professor,flitwick,slughorn,4
professor,fell,silent,4
harry,looking,around,4
professor,finally,spoke,4
good,night,harry,4
professor,got,held,4
professor,sure,really,4
look,crossed,professor,4
could,stop,professor,4
wo,say,word,4
want,lie,professor,4
placed,hand,harry,4
mcgonagall,thought,good,4
good,idea,take,4
professor,quirrell,dark,4
quirrell,dark,lord,4
noticed,professor,looked,4
immediately,recognized,professor,4
could,imagine,would,4
professor,forbidden,forest,4
hoped,harry,would,4
angry,looking,professor,4
snape,true,word,4
professor,quirrell,talk,4
something,looked,like,4
took,points,away,4
professor,voice,harry,4
thought,snape,would,4
thought,going,professor,4
would,catch,us,4
mcgonagall,told,headmaster,4
professor,snape,threatening,4
remember,professor,quirrell,4
things,worse,professor,4
professor,quirrell,missing,4
professor,trying,steal,4
mcgonagall,severus,said,4
took,steps,towards,4
amused,professor,snape,4
call,hermione,professor,4
hermione,smiled,brightly,4
professor,snape,stare,4
professor,mcgonagall,rant,4
time,respond,professor,4
professor,sorry,sir,4
potions,professor,arms,4
professor,dumbledore,weasleys,4
said,brightly,harry,4
snape,dark,eyes,4
soon,humanly,possible,4
gargoyle,professor,mcgonagall,4
third,year,boys,4
year,boys,dorm,4
suspected,professor,lupin,4
using,marauder,map,4
back,occlumency,lessons,4
professor,dumbledore,group,4
professor,dumbledore,assures,4
assisting,professor,mcgonagall,4
headmaster,hogwarts,ever,4
look,professor,know,4
nearest,empty,classroom,4
think,help,professor,4
looked,potion,professor,4
long,conversation,professor,4
professor,mcgonagall,upon,4
way,crowd,professor,4
announced,great,hall,4
professor,snape,newt,4
mcgonagall,office,immediately,4
wizardry,order,merlin,4
harry,harry,professor,4
professor,flitwick,cheerfully,4
pretty,much,everything,4
mcgonagall,rose,seat,4
left,school,professor,4
gasped,professor,flitwick,4
picked,professor,mcgonagall,4
professor,slughorn,nothing,4
harry,green,eyes,4
good,morning,students,4
way,charms,professor,4
slughorn,said,severus,4
taken,potions,professor,4
looked,though,would,4
professor,snape,theo,4
said,tearing,eyes,4
beautiful,professor,snape,4
vector,opened,door,4
professor,longbottom,severus,4
married,potions,professor,4
knowing,potions,professor,4
girl,professor,sprout,4
professor,nothing,could,4
deep,breath,continued,4
see,look,professor,4
ron,hermione,sitting,4
even,harry,ron,4
professor,said,sneer,4
like,professor,pierson,4
eyes,stared,professor,4
taking,sip,tea,4
quite,close,professor,4
little,crush,professor,4
everything,know,professor,4
walked,along,professor,4
making,sure,students,4
rocking,back,forth,4
like,dear,professor,4
seven,years,ago,4
looks,exactly,like,4
harry,found,staring,4
honestly,think,professor,4
advanced,potions,book,4
address,student,body,4
hoping,see,professor,4
harry,dad,professor,4
quality,quidditch,supplies,4
let,go,get,4
professor,mcgonagall,mused,4
wrote,quick,note,4
try,professor,mcgonagall,4
harry,greeted,man,4
harry,said,loudly,4
harry,said,dryly,4
class,tomorrow,professor,4
going,cast,spell,4
fourth,year,girl,4
learn,thing,two,4
harry,hermione,walked,4
professor,dumbledore,understood,4
beside,former,professor,4
end,war,professor,4
learn,occlumency,professor,4
snape,look,like,4
crabbe,goyle,professor,4
professor,quirrell,able,4
professor,quirrell,come,4
working,dark,lord,4
professor,quirrell,went,4
professor,may,talk,4
malfoys,professor,snape,4
said,professor,r,4
decided,retire,order,4
always,looked,like,4
like,going,kill,4
prior,start,term,4
single,professor,inside,4
professor,lupin,lesson,4
going,turn,professor,4
harry,go,hogsmeade,4
go,hogsmeade,tell,4
hogsmeade,tell,professor,4
could,catching,cheering,4
catching,cheering,charms,4
trelawney,seemed,forgotten,4
mcgonagall,stood,side,4
long,time,hermione,4
shall,leave,professor,4
professor,granger,going,4
staircase,great,hall,4
clad,professor,said,4
away,look,professor,4
could,know,professor,4
history,magic,hogwarts,4
professor,mcgonagall,breaking,4
looking,dumbledore,professor,4
hermione,neville,luna,4
causes,devastation,simplest,4
saw,transfiguration,professor,4
professor,severus,thought,4
severus,snape,found,4
professor,hogwarts,also,4
mcgonagall,striding,across,4
green,professor,snape,4
severus,snape,working,4
one,professor,student,4
professor,flitwick,discussing,4
entered,room,saw,4
mcgonagall,private,quarters,4
report,hospital,wing,4
hogwarts,charms,professor,4
current,herbology,professor,4
professor,binns,drifted,4
professor,end,term,4
knew,happening,professor,4
professor,snape,captured,4
professor,snape,searching,4
looked,surprise,see,4
professor,sprout,happened,4
replaced,professor,sprout,4
brought,thoughts,professor,4
professor,sprout,well,4
flitwick,let,us,4
head,class,professor,4
apparently,professor,umbridge,4
snape,getting,along,4
pulling,wand,professor,4
need,let,professor,4
snape,looked,almost,4
cough,professor,umbridge,4
draco,nodded,professor,4
boot,professor,flitwick,4
harry,dumbledore,replied,4
laughing,professor,snape,4
things,go,wrong,4
snape,would,also,4
safety,professor,dumbledore,4
according,professor,trelawney,4
harry,professor,anymore,4
say,something,harry,4
look,face,harry,4
professor,dumbledore,questions,4
professor,never,heard,4
harry,dear,professor,4
see,said,harry,4
seeing,professor,said,4
back,grimmauld,place,4
professor,sprout,motioned,4
needed,new,defense,4
professor,snape,notes,4
letter,signed,professor,4
knocked,professor,umbridge,4
make,sure,could,4
certain,professor,black,4
professor,mcgonagall,excuse,4
former,professor,finally,4
occlumency,training,professor,4
professor,would,end,4
killed,dark,lord,4
snape,gone,back,4
back,potions,master,4
knew,professor,could,4
tilting,head,back,4
room,door,opened,4
sick,feeling,stomach,4
mcgonagall,hermione,replied,4
madam,pomfrey,walked,4
looked,helplessly,professor,4
moments,professor,flitwick,4
trying,find,way,4
time,harry,replied,4
madam,pomfrey,stepped,4
get,rest,professor,4
take,common,room,4
minutes,class,started,4
send,message,professor,4
professor,headmaster,mcgonagall,4
simona,said,turning,4
sat,desk,professor,4
everyone,attention,turned,4
flicked,wand,board,4
professor,simona,writing,4
get,word,professor,4
smile,turning,back,4
said,holding,hands,4
miss,jones,professor,4
opened,mouth,reply,4
reply,cut,professor,4
one,lesson,professor,4
red,rimmed,eyes,4
meeting,professor,moody,4
harry,spent,time,4
professor,lupin,wonderful,4
professor,moody,returned,4
professor,trelawney,RRB,4
find,someone,else,4
day,professor,moody,4
get,snape,professor,4
staring,professor,confusion,4
professor,turned,gaze,4
snape,hereby,give,4
hereby,give,slytherin,4
practice,today,owing,4
today,owing,need,4
one,could,hear,4
professor,flitwick,comes,4
run,professor,dumbledore,4
though,never,seen,4
common,room,get,4
stern,glare,professor,4
year,head,boy,4
sixth,year,school,4
opposite,direction,professor,4
classroom,along,professor,4
professor,dumbledore,alastor,4
would,mind,asked,4
first,year,thought,4
told,get,back,4
class,stared,professor,4
dumbledore,stood,give,4
held,hands,silence,4
five,years,hogwarts,4
smiled,said,thank,4
door,room,opened,4
professor,snape,entrance,4
lupin,gave,harry,4
harry,would,like,4
though,felt,like,4
great,hall,walked,4
last,night,happened,4
dumbledore,sent,letter,4
special,project,professor,4
keep,eye,students,4
grabbed,harry,hand,4
professor,harry,intoned,4
castle,found,professor,4
hour,professor,binns,4
professor,give,chance,4
legs,could,carry,4
professor,snapes,robes,4
whipped,around,see,4
severus,snape,slytherin,4
looked,raised,eyebrows,4
stairs,find,professor,4
stared,one,another,4
trelawney,professor,dumbledore,4
professor,reached,robes,4
dumbledore,good,man,4
arts,professor,moved,4
snape,cleared,charges,4
harry,sat,waited,4
snapped,see,professor,4
think,need,get,4
next,professor,weasley,4
students,would,get,4
would,get,detention,4
professor,longbottom,mr,4
professor,wondering,might,4
tight,lipped,expression,4
harry,felt,face,4
led,away,professor,4
professor,could,heard,4
could,asked,professor,4
description,professor,snape,4
professor,said,warmly,4
professor,snape,worse,4
instructed,professor,dumbledore,4
occlumency,lesson,professor,4
closer,professor,mcgonagall,4
ever,called,professor,4
ministry,department,mysteries,4
everyone,agreed,professor,4
professor,lupin,hard,4
would,much,better,4
lupin,tell,us,4
look,potion,professor,4
professor,snape,surveyed,4
mcgonagall,standing,middle,4
speak,way,professor,4
one,could,possibly,4
could,possibly,help,4
dumbledore,could,take,4
classes,professor,sprout,4
end,great,hall,4
hall,banged,open,4
professor,zanetti,took,4
next,professor,trelawney,4
good,thank,professor,4
always,seemed,like,4
mcgonagall,would,put,4
even,professor,kilduff,4
students,even,professor,4
see,problem,professor,4
professor,lipskit,raised,4
student,school,professor,4
facts,professor,binns,4
professor,zanetti,went,4
well,professor,got,4
make,one,thing,4
board,governors,would,4
club,professor,flitwick,4
professor,lipskit,nodded,4
thanking,lucky,stars,4
explained,everything,happened,4
could,read,professor,4
matter,life,death,4
charms,professor,raised,4
professor,know,want,4
rose,made,way,4
hurried,great,hall,4
flitwick,wants,see,4
room,door,professor,4
flitwick,held,hand,4
far,tell,professor,4
professor,flitwick,closed,4
professor,flitwick,glanced,4
know,half,things,4
public,displays,affection,4
trying,keep,straight,4
professor,flitwick,least,4
professor,binns,wants,4
said,putting,hand,4
point,even,professor,4
made,first,years,4
recall,correctly,professor,4
professor,flitwick,answer,4
professor,flitwick,ca,4
nasty,piece,work,4
waiting,see,professor,4
addressed,first,name,4
professor,flitwick,make,4
things,professor,flitwick,4
dumbledore,sitting,beside,4
lupin,way,teaching,4
teaching,us,anything,4
looking,professor,eyes,4
allowed,use,magic,4
boggarts,professor,lupin,4
professor,lupin,promised,4
neville,said,quietly,4
snape,must,think,4
snape,lupin,said,4
professor,lupin,behind,4
draco,said,quickly,4
threatening,professor,snape,4
draco,said,trying,4
answer,one,professor,4
umbridge,tapped,blackboard,4
name,hermione,granger,4
great,hall,mcgonagall,4
professor,walked,back,4
professor,snape,gestured,4
draco,asked,professor,4
snape,never,one,4
professor,mcgonagall,politely,4
professor,sprout,killed,4
hogwarts,professor,quirrell,4
professor,snape,stiffened,4
professor,dumbledore,following,4
look,mr,malfoy,4
professor,lupin,another,4
professor,take,away,4
professor,going,let,4
last,night,detention,4
better,professor,umbridge,4
know,reason,professor,4
professor,flitwick,something,4
looking,professor,grubbly,4
grubbly,plank,lesson,4
snape,dear,said,4
dear,said,mrs,4
take,occlumency,lessons,4
start,professor,dumbledore,4
making,sure,professor,4
something,go,wrong,4
treat,professor,snape,4
professor,mcgonagall,awake,4
snape,intended,search,4
intended,search,forest,4
professor,mcgonagall,glad,4
see,next,term,4
heading,back,castle,4
welcome,new,member,4
member,staff,year,4
continue,potions,professor,4
sitting,professor,slughorn,4
professor,trelawney,deep,4
professor,slughorn,meddled,4
slughorn,meddled,recollections,4
slughorn,extremely,able,4
extremely,able,wizard,4
able,wizard,expecting,4
think,would,foolish,4
would,foolish,attempt,4
foolish,attempt,wrest,4
attempt,wrest,truth,4
wrest,truth,professor,4
truth,professor,slughorn,4
slughorn,force,might,4
force,might,much,4
might,much,harm,4
much,harm,good,4
harm,good,wish,4
good,wish,leave,4
love,potion,mistake,4
hagrid,would,probably,4
would,probably,really,4
toward,head,table,4
looks,like,going,4
know,hermione,said,4
professor,trelawney,set,4
last,straw,professor,4
think,could,give,4
want,take,away,4
find,professor,standing,4
professor,remained,standing,4
mcgonagall,took,place,4
bad,professor,binns,4
standing,next,bed,4
professor,ginny,greeted,4
said,forcing,smile,4
try,talking,professor,4
later,professor,quirrell,4
walking,back,room,4
asked,turning,back,4
mcgonagall,walked,right,4
dumbledore,mcgonagall,lupin,4
pulled,something,pocket,4
sprout,took,place,4
wand,aimed,professor,4
facing,professor,dumbledore,4
toward,portrait,hole,4
potions,e,w,4
sir,ron,said,4
toward,front,class,4
professor,tonks,going,4
said,looking,feet,4
professor,trelawney,predict,4
harry,said,pulled,4
students,told,professor,4
professor,sprout,nowhere,4
answered,professor,sprout,4
spending,free,time,4
harry,started,say,4
potions,class,room,4
professor,dumbledore,loved,4
said,turned,face,4
